t (s),V (mV)
0,21.372
0.968,21.3342
1.933,21.3025
2.91,21.2688
3.91,21.2329
4.91,21.1982
5.91,21.1623
6.909,21.1279
7.909,21.0909
8.91,21.0557
9.91,21.0193
10.909,20.9836
11.91,20.9493
12.91,20.9137
13.91,20.8793
14.909,20.8449
15.909,20.8097
16.909,20.775
17.91,20.7423
18.91,20.7068
19.909,20.6727
20.91,20.6394
21.91,20.6055
22.909,20.5716
23.91,20.5381
24.909,20.5032
25.909,20.4702
26.91,20.4384
27.91,20.4048
28.909,20.3717
29.91,20.3384
30.909,20.3047
31.909,20.272
32.909,20.2395
33.91,20.2063
34.909,20.1728
35.909,20.1406
36.91,20.1096
37.91,20.0765
38.909,20.0426
39.909,20.01
40.909,19.9783
41.91,19.9452
42.909,19.913
43.909,19.8817
44.909,19.8504
45.909,19.8186
46.909,19.7869
47.909,19.7543
48.909,19.7232
49.91,19.6927
50.91,19.6624
51.91,19.6314
52.91,19.6007
53.909,19.5698
54.91,19.5393
55.91,19.5083
56.909,19.4782
57.91,19.4492
58.91,19.4184
59.909,19.389
60.909,19.3585
61.91,19.3285
62.909,19.2987
63.909,19.2694
64.91,19.239
65.909,19.2109
66.91,19.1822
67.909,19.1563
68.91,19.1274
69.91,19.1008
70.91,19.0726
71.91,19.0447
72.91,19.0164
73.91,18.9888
74.91,18.9602
75.91,18.9316
76.909,18.9022
77.909,18.8728
78.909,18.8444
79.909,18.8154
80.909,18.7863
81.91,18.7575
82.91,18.7258
83.91,18.6961
84.909,18.6658
85.909,18.6358
86.909,18.6071
87.909,18.58
88.909,18.5516
89.909,18.5243
90.909,18.4958
91.91,18.4694
92.91,18.4418
93.91,18.4141
94.909,18.3874
95.909,18.3596
96.909,18.3339
97.909,18.3075
98.909,18.2811
99.909,18.2544
100.909,18.2283
101.91,18.2001
102.91,18.1744
103.909,18.1479
104.909,18.1204
105.909,18.0929
106.909,18.065
107.909,18.0402
108.909,18.0125
109.909,17.9851
110.91,17.959
111.909,17.9319
112.909,17.9047
113.909,17.877
114.909,17.8509
115.909,17.8235
116.909,17.7957
117.909,17.7685
118.909,17.7367
119.909,17.7113
120.909,17.6813
121.909,17.6608
122.909,17.6368
123.909,17.6107
124.909,17.5857
125.909,17.5594
126.91,17.5343
127.909,17.5069
128.909,17.4819
129.909,17.4567
130.909,17.4302
131.909,17.4075
132.909,17.381
133.909,17.3555
134.909,17.3308
135.909,17.305
136.909,17.2802
137.909,17.2546
138.909,17.2295
139.909,17.2053
140.909,17.18
141.909,17.1548
142.909,17.1292
143.909,17.1052
144.909,17.0807
145.91,17.0553
146.91,17.0313
147.91,17.0065
148.91,16.9821
149.909,16.9578
150.909,16.9337
151.91,16.9086
152.91,16.8847
153.91,16.8611
154.91,16.8371
155.91,16.8122
156.91,16.7906
157.909,16.7673
158.909,16.7428
159.909,16.7199
160.909,16.6972
161.909,16.6747
162.909,16.6511
163.909,16.6268
164.91,16.6034
165.91,16.5801
166.91,16.5565
167.91,16.5328
168.91,16.5091
169.91,16.4859
170.91,16.4621
171.909,16.4386
172.91,16.4141
173.91,16.3909
174.91,16.3676
175.91,16.3428
176.91,16.3187
177.91,16.2948
178.909,16.2702
179.91,16.2464
180.91,16.2237
181.91,16.1986
182.91,16.1755
183.91,16.1516
184.91,16.1287
185.91,16.1035
186.909,16.0804
187.91,16.0582
188.91,16.0347
189.91,16.0126
190.909,15.9901
191.91,15.9677
192.909,15.9458
193.909,15.9239
194.909,15.902
195.909,15.8787
196.909,15.8556
197.909,15.8351
198.909,15.8112
199.909,15.7891
200.909,15.7662
201.91,15.7444
202.909,15.7232
203.909,15.7028
204.909,15.6816
205.909,15.6599
206.909,15.6373
207.909,15.6165
208.91,15.5949
209.91,15.5719
210.909,15.5527
211.909,15.53
212.91,15.5083
213.909,15.4873
214.909,15.4652
215.909,15.4441
216.909,15.4186
217.91,15.3979
218.91,15.3765
219.91,15.3544
220.91,15.3328
221.909,15.3116
222.909,15.2896
223.909,15.2679
224.91,15.2472
225.91,15.2251
226.909,15.2034
227.909,15.1817
228.909,15.1605
229.909,15.1394
230.909,15.1175
231.909,15.0962
232.91,15.0754
233.91,15.0532
234.909,15.0324
235.909,15.011
236.91,14.9899
237.91,14.9683
238.909,14.9479
239.909,14.926
240.91,14.9055
241.91,14.8839
242.91,14.8625
243.909,14.841
244.909,14.8203
245.909,14.7978
246.909,14.7772
247.91,14.7558
248.91,14.7336
249.91,14.7133
250.91,14.6897
251.91,14.6688
252.91,14.6474
253.91,14.6256
254.909,14.6036
255.909,14.5831
256.91,14.5617
257.91,14.5399
258.909,14.5191
259.909,14.4987
260.909,14.4776
261.909,14.4575
262.909,14.4369
263.909,14.4175
264.91,14.3961
265.91,14.3753
266.91,14.3559
267.91,14.3352
268.909,14.3149
269.909,14.2947
270.909,14.2751
271.909,14.2554
272.91,14.2341
273.91,14.2138
274.91,14.1939
275.91,14.1737
276.91,14.1536
277.91,14.1329
278.91,14.1135
279.909,14.0933
280.91,14.0729
281.91,14.0545
282.91,14.0353
283.91,14.0146
284.909,13.9946
285.909,13.9747
286.91,13.9551
287.91,13.9343
288.91,13.9163
289.909,13.8969
290.909,13.8773
291.91,13.8589
292.91,13.8395
293.909,13.8216
294.91,13.8015
295.91,13.7829
296.91,13.7636
297.91,13.7454
298.909,13.7276
299.909,13.7095
300.909,13.6909
301.91,13.6704
302.91,13.6528
303.91,13.6349
304.909,13.6159
305.91,13.5945
306.91,13.5775
307.91,13.558
308.91,13.5396
309.909,13.5214
310.909,13.5021
311.909,13.4842
312.91,13.4649
313.91,13.4481
314.91,13.428
315.91,13.409
316.909,13.3916
317.91,13.3732
318.91,13.3534
319.91,13.3348
320.91,13.3152
321.91,13.2994
322.91,13.2802
323.91,13.2618
324.91,13.2441
325.91,13.2236
326.91,13.207
327.91,13.1877
328.91,13.1687
329.909,13.1503
330.91,13.1317
331.91,13.1129
332.91,13.094
333.91,13.0758
334.91,13.0576
335.91,13.04
336.91,13.0192
337.91,13.0034
338.91,12.9859
339.91,12.9682
340.91,12.9513
341.91,12.9327
342.91,12.9141
343.91,12.896
344.909,12.878
345.91,12.8584
346.91,12.8418
347.91,12.8241
348.909,12.8046
349.91,12.7866
350.91,12.7688
351.91,12.7497
352.91,12.7318
353.909,12.7115
354.91,12.6962
355.91,12.6754
356.91,12.6563
357.91,12.6374
358.91,12.6203
359.91,12.6014
360.91,12.5836
361.909,12.5658
362.91,12.549
363.91,12.5301
364.91,12.5122
365.91,12.4945
366.91,12.4773
367.91,12.46
368.91,12.4419
369.91,12.4253
370.91,12.4078
371.909,12.3914
372.91,12.373
373.91,12.3562
374.91,12.3403
375.91,12.323
376.91,12.3074
377.91,12.2901
378.91,12.2753
379.91,12.2573
380.91,12.2424
381.91,12.2248
382.91,12.21
383.91,12.1925
384.91,12.1764
385.91,12.1598
386.91,12.1429
387.91,12.1265
388.909,12.1078
389.91,12.091
390.909,12.0761
391.91,12.0586
392.909,12.0418
393.909,12.0248
394.909,12.0073
395.91,11.9893
396.91,11.9731
397.909,11.9557
398.91,11.9373
399.91,11.9212
400.909,11.9023
401.91,11.8865
402.909,11.8674
403.91,11.8495
404.909,11.8323
405.91,11.8156
406.909,11.7988
407.91,11.782
408.91,11.7648
409.91,11.7488
410.91,11.7326
411.91,11.7159
412.91,11.6996
413.91,11.6837
414.91,11.6678
415.91,11.6507
416.91,11.6356
417.91,11.6191
418.91,11.6029
419.91,11.5862
420.91,11.5712
421.91,11.5562
422.91,11.541
423.91,11.5257
424.91,11.51
425.91,11.495
426.909,11.4794
427.909,11.466
428.909,11.4495
429.909,11.4338
430.909,11.4178
431.91,11.4019
432.91,11.388
433.909,11.372
434.91,11.3563
435.91,11.3404
436.91,11.3261
437.91,11.3095
438.91,11.2939
439.909,11.2793
440.909,11.264
441.909,11.2478
442.909,11.2325
443.91,11.2171
444.91,11.2026
445.91,11.1854
446.91,11.1704
447.91,11.1539
448.91,11.1395
449.91,11.1231
450.91,11.1095
451.91,11.0931
452.91,11.0787
453.91,11.0642
454.91,11.0482
455.91,11.0341
456.91,11.0189
457.909,11.005
458.91,10.9887
459.91,10.9742
460.909,10.9592
461.91,10.9437
462.91,10.9284
463.91,10.9128
464.91,10.8974
465.91,10.8824
466.91,10.8651
467.909,10.8516
468.91,10.8352
469.91,10.8201
470.909,10.805
471.909,10.7892
472.91,10.7723
473.91,10.7564
